group,role,price_band,n_trades,n_prefixes,avg_price,win_rate,net_mean_pp,net_se_pp,net_ci_low_pp,net_ci_high_pp,pass_gate,largest_prefix,largest_share,n_without,net_mean_pp_without,net_ci_low_pp_without,net_ci_high_pp_without,pass_loco,top3_prefixes,top3_share_of_abs_pnl,domain_top5
World Events,maker,"[0.95,1]",17581,23,0.9707075820488131,0.9717308457994426,-0.8976736249360113,0.1256515383816831,-1.1439506401641102,-0.6513966097079124,False,KXNEXTPOPE,0.346169159888516,11495,0.3318834275772121,0.09240216953607747,0.5713646856183467,True,"['KXNEXTPOPE', 'KXNOBELPEACE', 'KXEPSTEIN']",0.9180495947152681,"[('KXNEXTPOPE', 0.3462), ('KXNOBELPEACE', 0.24), ('KXLAGODAYS', 0.1289), ('KXEPSTEINBILL', 0.089), ('KXEPSTEIN', 0.0367)]"
World Events,taker,"[0,0.05)",14226,23,0.02440882890482202,0.023689020104034866,-1.0719808800787176,0.1287798167824702,-1.324389320972359,-0.8195724391850759,False,KXNEXTPOPE,0.36102910164487556,9090,-3.1215621562156013,-3.2665193533025745,-2.9766049591286285,False,"['KXNEXTPOPE', 'KXNOBELPEACE', 'KXEPSTEINBILL']",0.9011243223005883,"[('KXNEXTPOPE', 0.361), ('KXNOBELPEACE', 0.2176), ('KXLAGODAYS', 0.1416), ('KXEPSTEINBILL', 0.1099), ('KXOTEEPSTEIN', 0.0307)]"
Other,taker,"[0.95,1]",83925,1221,0.9750360440869827,0.9736193029490616,-1.1416741137920732,0.05553957921997255,-1.2505316890632194,-1.032816538520927,False,KXFANATICSGAMESFIRSTPLACE,0.0842299672326482,76856,-1.2800692203601505,-1.3986553231037637,-1.1614831176165372,False,"['KXFL1MOV', 'KXDJTFRENCHREP', 'KXTHELASTOFUSS2']",0.14508855043192992,"[('KXFANATICSGAMESFIRSTPLACE', 0.0842), ('KXELONTWEETS', 0.0267), ('KXWHVISIT', 0.0198), ('KXCANCONSEATS', 0.0187), ('KXALBUMSALESSWIFT', 0.0154)]"
Science/Tech,maker,"[0,0.05)",8467,60,0.02442187315460014,0.021140899964568326,-1.3280973190031842,0.15491125687586502,-1.6317233824798796,-1.0244712555264888,False,KXLLM1,0.4300224400614149,4826,-0.4506837961044318,-0.9161280944440522,0.014760502235188454,False,"['KXLLM1', 'KXMCCLAIROBSCUR', 'KXSPACEXSTARSHIP']",0.4886208370094708,"[('KXLLM1', 0.43), ('KXSPACEXSTARSHIP', 0.1842), ('LLM1', 0.0529), ('KXAPPLEMENTION', 0.0484), ('KXTWITCHSUBSKAICENAT', 0.0318)]"
World Events,maker,"[0.40,0.60)",36179,20,0.49475717957931387,0.4887918405704967,-1.5965339008817736,0.2667398101095927,-2.119343928696575,-1.073723873066972,False,KXEPSTEIN,0.5464219574891511,16410,0.3843388177940317,-0.36941737287319243,1.1380950084612558,False,"['KXEPSTEINBILL', 'KXOTEEPSTEIN', 'KXEPSTEINLIST']",0.5511175060343678,"[('KXEPSTEIN', 0.5464), ('KXOTEEPSTEIN', 0.1024), ('KXEPSTEINBILL', 0.0905), ('KXEPSTEINLIST', 0.0885), ('KXLAGODAYS', 0.075)]"
Science/Tech,taker,"[0.60,0.80)",27583,53,0.6990465141572714,0.7021353732371388,-1.6911140920131968,0.27620226046070273,-2.2324705225161745,-1.1497576615102194,False,KXLLM1,0.2710365079940543,20107,-6.765206147112941,-7.427863031358063,-6.10254926286782,False,"['KXCEOASTRONOMER', 'KXLLM1', 'KXSPACEXSTARSHIP']",0.5869007038419255,"[('KXLLM1', 0.271), ('KXSPACEXSTARSHIP', 0.2123), ('KXCEOASTRONOMER', 0.0695), ('KXAPPLEMENTION', 0.0665), ('LLM1', 0.0626)]"
Other,taker,"[0.80,0.95)",141448,1162,0.8730839601832476,0.8673364063118602,-1.7538105876364531,0.08954720900997154,-1.9293231172959975,-1.5782980579769088,False,KXELONTWEETS,0.037540297494485605,136138,-1.688646814262005,-1.8670500941811399,-1.5102435343428702,False,"['KXJREPODCAST', 'KXALBUMSALESSWIFT', 'KXMEDIARELEASEJIMMYKIMMEL']",0.11721635675585028,"[('KXELONTWEETS', 0.0375), ('KXWHVISIT', 0.0319), ('ADAMS', 0.0172), ('KXASIACUPCRICKET', 0.0156), ('KXALEAGUEGAME', 0.0134)]"
Entertainment,taker,"[0.95,1]",117257,394,0.9732700819567296,0.9656054649189387,-1.766461703778869,0.05304489466619767,-1.8704296973246164,-1.6624937102331216,False,KXSPOTIFYD,0.18609549962902003,95436,-1.7119430822750275,-1.8270147697373678,-1.5968713948126874,False,"['KXSPOTIFYD', 'KXRTALIENEARTH', 'KXKIMMELMENTION']",0.30935862129303937,"[('KXSPOTIFYD', 0.1861), ('KXAPPRANKFREE', 0.0746), ('KXSNFMENTION', 0.0299), ('KXTNFMENTION', 0.0252), ('KXOSCARPIC', 0.0224)]"
Weather,taker,"[0.95,1]",373548,35,0.9738939306326901,0.9661462516196044,-1.7747679013138593,0.02946128738209754,-1.8325120245827706,-1.717023778044948,False,KXHIGHNY,0.21712336834891366,292442,-1.9041245785488787,-1.9707391941007242,-1.837509962997033,False,"['KXHIGHCHI', 'KXHIGHNY', 'KXHIGHAUS']",0.5121987787684816,"[('KXHIGHNY', 0.2171), ('KXHIGHAUS', 0.1499), ('KXHIGHCHI', 0.1323), ('KXHIGHLAX', 0.1305), ('KXHIGHDEN', 0.1272)]"
Weather,taker,"[0,0.05)",251774,36,0.018405157005886432,0.010636523231151747,-1.7768633774734512,0.020363959988035862,-1.8167767390500016,-1.7369500158969007,False,KXHIGHNY,0.21628126812141046,197320,-1.801495033448207,-1.8457315200556033,-1.7572585468408106,False,"['KXHIGHCHI', 'KXHIGHAUS', 'KXHIGHLAX']",0.570945907818069,"[('KXHIGHNY', 0.2163), ('KXHIGHLAX', 0.1457), ('KXHIGHAUS', 0.1353), ('KXHIGHMIA', 0.1305), ('KXHIGHCHI', 0.1298)]"
Science/Tech,taker,"[0,0.05)",9816,50,0.024375509372453044,0.015994295028524858,-1.8381214343928267,0.12628068298284698,-2.085631573039207,-1.5906112957464464,False,KXLLM1,0.44223716381418093,5475,-2.1735159817351546,-2.4377134032838677,-1.909318560186441,False,"['KXLLM1', 'KXCEOASTRONOMER', 'LLM1']",0.6020781483031677,"[('KXLLM1', 0.4422), ('KXSPACEXSTARSHIP', 0.1982), ('LLM1', 0.0781), ('KXAPPLEMENTION', 0.074), ('KXCEOASTRONOMER', 0.0427)]"
Science/Tech,taker,"[0.80,0.95)",20448,58,0.8743021322378717,0.865414710485133,-2.084898278560218,0.23556574492919485,-2.5466071386214395,-1.6231894184989961,False,KXLLM1,0.43720657276995306,11508,-5.93778241223495,-6.620021473674255,-5.2555433507956435,False,"['KXAPPLEMENTION', 'KXLLM1', 'KXCEOASTRONOMER']",0.44448818005196644,"[('KXLLM1', 0.4372), ('KXSPACEXSTARSHIP', 0.2203), ('KXAPPLEMENTION', 0.05), ('LLM1', 0.03), ('KXSTREAMERHAIRCUT', 0.0287)]"
Other,taker,"[0,0.05)",63446,983,0.021558963528039564,0.009110109384358352,-2.244885414368121,0.03792271244461478,-2.3192139307595663,-2.170556897976676,False,KXNYCLASTROUNDMARGIN,0.06619802666834788,59246,-2.259274887756132,-2.338867955068017,-2.179681820444247,False,"['KXMAXWELLPARDON', 'KXBUSINESSROUNDTABLE', 'KXUSAMBTOUN']",0.09865078633712217,"[('KXNYCLASTROUNDMARGIN', 0.0662), ('KXELONTWEETS', 0.0266), ('KXGRAMBNA', 0.022), ('KXEUROVISION', 0.0216), ('KXMAXWELLPARDON', 0.0156)]"
Media,taker,"[0,0.05)",37675,136,0.01745879230258789,0.003928334439283344,-2.353045786330454,0.03265535710654354,-2.417050286259279,-2.2890412864016287,False,KXVANCEMENTION,0.08029197080291971,34650,-2.383722943722941,-2.4514105479610473,-2.3160353394848343,False,"['KXVANCEMENTION', 'KXCONGRESSMENTION', 'KXTSAW']",0.1797912671304921,"[('KXVANCEMENTION', 0.0803), ('KXKAMALAMENTION', 0.0485), ('KXEARNINGSMENTIONNVDA', 0.0483), ('KXAPRPOTUS', 0.0426), ('KXTSAW', 0.0414)]"
World Events,maker,"[0.80,0.95)",40250,26,0.882784844720503,0.8691925465838509,-2.35922981366456,0.1658798744393625,-2.6843543675657107,-2.0341052597634097,False,KXNOBELPEACE,0.245416149068323,30372,-6.334847886210958,-6.755418433072643,-5.9142773393492725,False,"['KXNOBELPEACE', 'KXEPSTEIN', 'KXNEXTPOPE']",0.8255859314805886,"[('KXNOBELPEACE', 0.2454), ('KXNEXTPOPE', 0.1988), ('KXEPSTEIN', 0.1495), ('KXEPSTEINBILL', 0.1094), ('KXLAGODAYS', 0.1014)]"
Entertainment,taker,"[0,0.05)",133954,361,0.02224853307851941,0.007965420965406035,-2.428311211311338,0.024295337381958337,-2.4759300725799767,-2.3806923500427,False,KXSPOTIFYD,0.09451005569075951,121294,-2.477344303922693,-2.5258528593233582,-2.4288357485220278,False,"['KXSONGSONCHARTTSWIFT', 'KXSPOTIFYD', 'KXKIMMELMENTION']",0.24891573841188386,"[('KXSPOTIFYD', 0.0945), ('KXTOP10BILLBOARDSPOTSTS', 0.045), ('KXOSCARPIC', 0.0386), ('KXSNFMENTION', 0.0383), ('KXTNFMENTION', 0.0344)]"
Weather,taker,"[0.05,0.20)",498368,35,0.11769417378322773,0.102805557339155,-2.6189843649672473,0.042627807479542416,-2.7025348676271506,-2.535433862307344,False,KXHIGHNY,0.20225817066906382,397569,-2.4978582334135693,-2.591915092494719,-2.403801374332419,False,"['KXHIGHNY', 'KXHIGHLAX', 'KXHIGHMIA']",0.5992008005920058,"[('KXHIGHNY', 0.2023), ('KXHIGHLAX', 0.152), ('KXHIGHAUS', 0.1455), ('KXHIGHCHI', 0.1379), ('KXHIGHDEN', 0.1182)]"
Media,taker,"[0.95,1]",31198,139,0.9750278864029744,0.9571767420988525,-2.7851144304122024,0.11500305047026226,-3.010520409333916,-2.5597084514904886,False,KXTSAW,0.09058272966215783,28372,-3.048005075426474,-3.290351169054456,-2.8056589817984916,False,"['KXSURVIVORMENTION', 'KXSNLMENTION', 'KXTSAW']",0.22588511202728917,"[('KXTSAW', 0.0906), ('KXAPRPOTUS', 0.0694), ('KX538APPROVE', 0.0527), ('KXVANCEMENTION', 0.0411), ('KXEARNINGSMENTIONNVDA', 0.0364)]"
World Events,maker,"[0.60,0.80)",38069,23,0.6959731014736411,0.6777693136147521,-2.820378785888856,0.23489152919148418,-3.2807661831041646,-2.359991388673547,False,KXEPSTEIN,0.30828232945441175,26333,6.716515398929173,6.226882717423067,7.206148080435278,True,"['KXNEXTPOPE', 'KXEPSTEIN', 'KXNOBELPEACE']",0.7679560035197137,"[('KXEPSTEIN', 0.3083), ('KXNEXTPOPE', 0.2389), ('KXLAGODAYS', 0.095), ('KXEPSTEINLIST', 0.0817), ('KXNOBELPEACE', 0.0776)]"
Weather,taker,"[0.20,0.40)",668923,32,0.29922360271660187,0.29039216770839094,-2.8831435008214608,0.05501046036371614,-2.9909640031343443,-2.775322998508577,False,KXHIGHNY,0.20582937049555777,531239,-3.5123494321764723,-3.632504883291833,-3.3921939810611117,False,"['KXHMONTH', 'KXHIGHAUS', 'KXHIGHDEN']",0.5307975312243286,"[('KXHIGHNY', 0.2058), ('KXHIGHAUS', 0.1557), ('KXHIGHLAX', 0.1366), ('KXHIGHDEN', 0.135), ('KXHIGHCHI', 0.1347)]"
Other,taker,"[0.60,0.80)",173485,1042,0.6961384557742746,0.6872179150935239,-2.892054068075043,0.11064772129941752,-3.108923601821901,-2.675184534328184,False,KXELONTWEETS,0.02317203216416405,169465,-3.0264715427964406,-3.246245854101457,-2.8066972314914245,False,"['KXSWINGSWEEP24', 'KXDEMVASWEEP', 'KXALBUMSALESSWIFT']",0.10522053520097063,"[('KXELONTWEETS', 0.0232), ('KXKNOXGOLD', 0.0203), ('KXTIPTAX', 0.0199), ('KXWHVISIT', 0.0182), ('KXDJTHANNITY', 0.0177)]"
World Events,taker,"[0.95,1]",10416,26,0.971780913978496,0.9508448540706606,-3.093605990783409,0.21078475510634526,-3.506744110791846,-2.680467870774972,False,KXNEXTPOPE,0.2842741935483871,7455,-4.045606975184439,-4.582968570261507,-3.5082453801073714,False,"['KXNEXTPOPE', 'KXEPSTEIN', 'KXNOBELPEACE']",0.9001418849505749,"[('KXNEXTPOPE', 0.2843), ('KXNOBELPEACE', 0.2066), ('KXLAGODAYS', 0.1625), ('KXEPSTEIN', 0.0709), ('KXOTEEPSTEIN', 0.0561)]"
Weather,taker,"[0.80,0.95)",577247,33,0.8736706297304306,0.8545024920008246,-3.0953404695043556,0.04599836914839714,-3.1854972730352134,-3.005183665973497,False,KXHIGHNY,0.2039958631227187,459491,-2.9483754850475514,-3.049073130577919,-2.847677839517184,False,"['KXHIGHCHI', 'KXHIGHAUS', 'KXHIGHNY']",0.5625844597231235,"[('KXHIGHNY', 0.204), ('KXHIGHAUS', 0.1441), ('KXHIGHLAX', 0.1403), ('KXHIGHCHI', 0.1364), ('KXHIGHDEN', 0.1316)]"
Entertainment,taker,"[0.80,0.95)",200160,374,0.8760269284572351,0.8562699840127898,-3.1458333333333317,0.07776443860022725,-3.298251632989777,-2.9934150336768863,False,KXSPOTIFYD,0.13592126298960833,172954,-3.0904980515050253,-3.2541024072868825,-2.9268936957231677,False,"['KXSPOTIFYD', 'KXAPPRANKFREE', 'KXRTALIENEARTH']",0.2100202532160747,"[('KXSPOTIFYD', 0.1359), ('KXAPPRANKFREE', 0.0909), ('KXSNFMENTION', 0.0322), ('KXTNFMENTION', 0.0269), ('KXNETFLIXRANKSHOW', 0.0269)]"
Entertainment,taker,"[0.05,0.20)",240211,390,0.11225514235401376,0.0917776454866763,-3.1591309307234083,0.05808769631787653,-3.272982815506446,-3.0452790459403705,False,KXSPOTIFYD,0.09248119361727815,217996,-3.29706967100314,-3.4157306401080763,-3.178408701898204,False,"['KXSONGSONCHARTTSWIFT', 'KXOSCARPIC', 'KXSPOTIFYSONGSOPALITE']",0.1428895283342387,"[('KXSPOTIFYD', 0.0925), ('KXAPPRANKFREE', 0.0541), ('KXOSCARPIC', 0.0343), ('KXSNFMENTION', 0.0313), ('KXSPOTIFYSONGSOPALITE', 0.0291)]"
Weather,taker,"[0.40,0.60)",721090,32,0.49407331955788947,0.48186218086507926,-3.221113869281267,0.058485417048786674,-3.3357452866968886,-3.106482451865645,False,KXHIGHNY,0.22326616649794062,560095,-3.0475490764959963,-3.1775563473305133,-2.917541805661479,False,"['KXHIGHNY', 'KXHIGHCHI', 'KXHIGHAUS']",0.4787694223969662,"[('KXHIGHNY', 0.2233), ('KXHIGHAUS', 0.1516), ('KXHIGHLAX', 0.1414), ('KXHIGHCHI', 0.1261), ('KXHIGHMIA', 0.1246)]"
Media,taker,"[0.80,0.95)",48807,139,0.8700004097772861,0.8453910299752084,-3.664023603171678,0.1626140051851978,-3.9827470533346663,-3.34530015300869,False,KXTSAW,0.12981744421906694,42471,-4.031080031080033,-4.3760779178134275,-3.686082144346639,False,"['KXUFSD', 'KXTSAW', 'KXRANKLISTSONGTHRILLER']",0.21411398193778053,"[('KXTSAW', 0.1298), ('KXAPRPOTUS', 0.0624), ('KX538APPROVE', 0.0454), ('KXEARNINGSMENTIONNVDA', 0.0428), ('KXVANCEMENTION', 0.0357)]"
Entertainment,taker,"[0.20,0.40)",238427,369,0.29391851593988944,0.2747633447554178,-3.9155171184471502,0.09073006890894075,-4.093348053508674,-3.7376861833856267,False,KXSPOTIFYD,0.06776917043791181,222269,-3.3262488246224096,-3.511667643928715,-3.1408300053161047,False,"['KXEMMYDSERIES', 'KXSPOTIFYD', 'KXOSCARACTR']",0.23981177865328923,"[('KXSPOTIFYD', 0.0678), ('KXSNFMENTION', 0.0547), ('KXTNFMENTION', 0.0524), ('KXAPPRANKFREE', 0.0364), ('KXSOUTHPARKMENTION', 0.0263)]"
Other,taker,"[0.05,0.20)",162658,1168,0.11818576399562272,0.08879981310479657,-4.066440015246716,0.06975028129200028,-4.203150566579036,-3.929729463914396,False,KXELONTWEETS,0.04175017521425322,155867,-4.390987187794725,-4.528126456662955,-4.253847918926494,False,"['KXJREPODCAST', 'KXMEDIARELEASEJIMMYKIMMEL', 'KXALBUMSALESSWIFT']",0.06759947132319652,"[('KXELONTWEETS', 0.0418), ('KXWHVISIT', 0.0283), ('ADAMS', 0.0197), ('KXJFKFILES', 0.0133), ('KXWL', 0.0127)]"
Science/Tech,taker,"[0.05,0.20)",25468,62,0.1088601382126591,0.07523166326370347,-4.464897125804931,0.16277232241962986,-4.783930877747405,-4.145863373862456,False,KXLLM1,0.4961520339249254,12832,-2.2221789276807917,-2.7347168786946403,-1.709640976666943,False,"['KXLLM1', 'LLM1', 'KXRANKLISTAIWFCIS']",0.5966856166613275,"[('KXLLM1', 0.4962), ('KXSPACEXSTARSHIP', 0.1859), ('LLM1', 0.0396), ('KXSTREAMERHAIRCUT', 0.0366), ('KXAPPLEMENTION', 0.0353)]"
Other,taker,"[0.40,0.60)",164962,962,0.49323031970999376,0.46543446369466906,-4.779585601532483,0.1218508790632533,-5.018413324496461,-4.540757878568507,False,KXPREEMPT,0.03065554491337399,159905,-4.8528313686251305,-5.095499696006991,-4.610163041243271,False,"['KXBLUEWALL', 'KXDEMVASWEEP', 'KXSTATEFLIPKH']",0.09303349655055523,"[('KXPREEMPT', 0.0307), ('KXELONTWEETS', 0.023), ('KXDJTHANNITY', 0.0134), ('KXBLUEWALL', 0.0132), ('KXDEMVASWEEP', 0.0126)]"
Weather,taker,"[0.60,0.80)",682181,32,0.6946468899016474,0.6645978120176317,-5.004907788402191,0.05673938999017409,-5.116116992782932,-4.8936985840214495,False,KXHIGHNY,0.2151584403552723,535404,-4.097629080096498,-4.222264820314021,-3.9729933398789754,False,"['KXHIGHNY', 'KXHIGHCHI', 'KXHIGHAUS']",0.6194781505501311,"[('KXHIGHNY', 0.2152), ('KXHIGHAUS', 0.1475), ('KXHIGHLAX', 0.134), ('KXHIGHCHI', 0.1307), ('KXHIGHDEN', 0.1259)]"
Entertainment,taker,"[0.40,0.60)",220487,342,0.49548254545619463,0.46513853424464935,-5.034401121154555,0.1057426988304646,-5.241656810862265,-4.827145431446844,False,KXSPOTIFYD,0.05713262006376793,207890,-5.005926210976979,-5.219539409236051,-4.792313012717907,False,"['KXOSCARPIC', 'KXSPOTIFYD', 'KXGRAMAOTY']",0.14992729778912237,"[('KXSPOTIFYD', 0.0571), ('KXSNFMENTION', 0.049), ('KXTNFMENTION', 0.0416), ('KXSWIFTMENTION', 0.0366), ('KXRTMICKEY17', 0.0314)]"
Other,taker,"[0.20,0.40)",189784,1098,0.29252513383636136,0.2605646419086962,-5.196049192766507,0.10026565030319728,-5.392569867360773,-4.99952851817224,False,KXELONTWEETS,0.028179403953968722,184436,-5.2550695092064394,-5.454398198724599,-5.05574081968828,False,"['KXDEMVASWEEP', 'KXSTATEDEEPKH', 'KXTIPTAX']",0.06916907938494238,"[('KXELONTWEETS', 0.0282), ('KXWHVISIT', 0.0257), ('KXKNOXGOLD', 0.0189), ('KXTIPTAX', 0.0169), ('KXDJTHANNITY', 0.0138)]"
Entertainment,taker,"[0.60,0.80)",236057,357,0.6928829053999669,0.6561254273332289,-5.675747806673814,0.09690608128470933,-5.865683725991844,-5.485811887355784,False,KXSPOTIFYD,0.08001880901646637,217168,-6.381976165917629,-6.580998134499545,-6.182954197335711,False,"['KXEMMYDSERIES', 'KXOSCARACTR', 'KXOSCARPIC']",0.3745579912176876,"[('KXSPOTIFYD', 0.08), ('KXSNFMENTION', 0.0387), ('KXAPPRANKFREE', 0.0383), ('KXTNFMENTION', 0.0353), ('KXEMMYDSERIES', 0.0284)]"
Science/Tech,taker,"[0.20,0.40)",29888,54,0.29450247591006384,0.25672510706638113,-5.777736884368377,0.25321776892435505,-6.274043711460112,-5.281430057276641,False,KXLLM1,0.2545168629550321,22281,-2.216956150980726,-2.8182128947046463,-1.6156994072568056,False,"['KXCEOASTRONOMER', 'KXLLM1', 'LLM1']",0.6025276833709845,"[('KXLLM1', 0.2545), ('KXSPACEXSTARSHIP', 0.1896), ('KXCEOASTRONOMER', 0.1019), ('KXAPPLEMENTION', 0.0666), ('KXTWITCHSUBSKAICENAT', 0.0662)]"
Science/Tech,taker,"[0.40,0.60)",29885,49,0.4970771289944785,0.4549774134181027,-6.209971557637579,0.28320059289944244,-6.7650447197204855,-5.654898395554672,False,KXLLM1,0.2804416931571022,21504,-6.0955636160713995,-6.752582185354441,-5.438545046788358,False,"['KXCEOASTRONOMER', 'KXLLM1', 'KXAPPLEMENTION']",0.551382428631938,"[('KXLLM1', 0.2804), ('KXCEOASTRONOMER', 0.2012), ('KXSPACEXSTARSHIP', 0.1662), ('KXAPPLEMENTION', 0.0585), ('KXOAISOCIAL', 0.0516)]"
Media,taker,"[0.05,0.20)",51217,136,0.12101997383681196,0.07019153796590975,-6.227580686100322,0.11173390998739416,-6.446579149675615,-6.008582222525029,False,KXTSAW,0.1279067497120097,44666,-6.200286571441369,-6.436481852510442,-5.964091290372296,False,"['KXRANKLISTSONGTHRILLER', 'KXTSAW', 'KXUFSD']",0.3644006338408374,"[('KXTSAW', 0.1279), ('KXAPRPOTUS', 0.0931), ('KXEARNINGSMENTIONNVDA', 0.0433), ('KX538APPROVE', 0.0395), ('KXRANKLISTSONGTHRILLER', 0.0364)]"
World Events,taker,"[0.80,0.95)",25203,23,0.8803321033210337,0.8160933222235448,-7.582589374280875,0.24213611478693486,-8.057176159263268,-7.108002589298483,False,KXEPSTEIN,0.22794905368408522,19458,-0.8605200945626507,-1.3049281129192332,-0.4161120762060681,False,"['KXEPSTEIN', 'KXNOBELPEACE', 'KXNEXTPOPE']",0.8439251788900043,"[('KXEPSTEIN', 0.2279), ('KXNOBELPEACE', 0.2064), ('KXLAGODAYS', 0.1387), ('KXNEXTPOPE', 0.1351), ('KXEPSTEINLIST', 0.0701)]"
Media,taker,"[0.20,0.40)",75624,137,0.3001340844176452,0.24244948693536444,-7.76845974822807,0.15458197781608157,-8.071440424747589,-7.46547907170855,False,KXTSAW,0.09500952078705173,68439,-7.561799558731125,-7.881986420071276,-7.241612697390974,False,"['KXTSAW', 'KXUFSD', 'KXVANCE']",0.3415504829512825,"[('KXTSAW', 0.095), ('KXAPRPOTUS', 0.0668), ('KXVANCEMENTION', 0.0518), ('KXEARNINGSMENTIONNVDA', 0.0478), ('KXSNLMENTION', 0.0431)]"
Media,taker,"[0.60,0.80)",74625,137,0.6883441206030149,0.6155845896147404,-9.27595309882747,0.1759849791523868,-9.620883657966148,-8.931022539688792,False,KXTSAW,0.08436850921273031,68329,-10.075282822813154,-10.437183757988326,-9.713381887637983,False,"['KXLEBRONMENTION', 'KXEARNINGSMENTIONTGT', 'KXUFSD']",0.20008175543635737,"[('KXTSAW', 0.0844), ('KXVANCEMENTION', 0.0575), ('KXEARNINGSMENTIONNVDA', 0.0498), ('KXAPRPOTUS', 0.0437), ('KXSNLMENTION', 0.0428)]"
Media,taker,"[0.40,0.60)",81236,138,0.49485499039834574,0.42153724949529764,-9.331774090304796,0.17259497830549891,-9.670060247783573,-8.993487932826017,False,KXVANCEMENTION,0.06566054458614408,75902,-9.46955284445733,-9.819184895420983,-9.119920793493677,False,"['KXUFSD', 'KXTSAW', 'KXEARNINGSMENTIONNVDA']",0.31123323531196034,"[('KXVANCEMENTION', 0.0657), ('KXEARNINGSMENTIONNVDA', 0.0641), ('KXTSAW', 0.0617), ('KXSNLMENTION', 0.0449), ('KXAPRPOTUS', 0.0387)]"
World Events,taker,"[0.60,0.80)",32451,21,0.689941758343349,0.5671627992974022,-14.277895904594645,0.2722231708518563,-14.811453319464283,-13.744338489725008,False,KXEPSTEIN,0.37656774829743306,20231,-8.110375166823204,-8.769060871366987,-7.451689462279417,False,"['KXEPSTEINLIST', 'KXEPSTEIN', 'KXOTEEPSTEIN']",0.7902402425729189,"[('KXEPSTEIN', 0.3766), ('KXNEXTPOPE', 0.1278), ('KXOTEEPSTEIN', 0.1138), ('KXEPSTEINLIST', 0.1122), ('KXLAGODAYS', 0.1018)]"
